transaction_id,sender_id,receiver_id,amount,timestamp
TXN_03772,ACC_CORP_PAYROLL_4,ACC_USER_1487,4188.96,2026-02-18 16:04:00
TXN_01482,ACC_USER_1357,ACC_TARGET,371.89,2026-02-19 04:43:00
TXN_08664,ACC_USER_1968,ACC_USER_1679,552.41,2026-02-19 06:18:00
TXN_06319,ACC_USER_145,ACC_TARGET,281.83,2026-02-18 22:56:00
TXN_01764,ACC_USER_385,ACC_USER_160,429.9,2026-02-18 17:03:00
TXN_05208,ACC_CORP_PAYROLL_5,ACC_USER_1907,4396.03,2026-02-18 15:32:00
TXN_03165,ACC_USER_1260,ACC_WALMART,55.24,2026-02-19 07:51:00
TXN_04685,ACC_USER_1078,ACC_TARGET,15.68,2026-02-18 13:07:00
TXN_04036,ACC_USER_1831,ACC_USER_1089,731.51,2026-02-19 07:58:00
TXN_09100,ACC_USER_206,ACC_USER_55,830.52,2026-02-19 00:55:00
TXN_03291,ACC_USER_716,ACC_STARBUCKS,210.66,2026-02-18 20:36:00
TXN_01935,ACC_CORP_PAYROLL_4,ACC_USER_1482,2916.84,2026-02-18 14:57:00
TXN_04925,ACC_USER_1247,ACC_UBER,196.76,2026-02-18 14:27:00
TXN_04442,ACC_USER_1407,ACC_USER_631,190.49,2026-02-18 15:04:00
TXN_00634,ACC_USER_599,ACC_USER_1351,675.33,2026-02-19 06:56:00
TXN_06220,ACC_CORP_PAYROLL_5,ACC_USER_945,2282.14,2026-02-18 10:29:00
TXN_08656,ACC_USER_1761,ACC_USER_839,488.94,2026-02-19 01:45:00
TXN_03531,ACC_USER_1174,ACC_WALMART,80.1,2026-02-18 22:27:00
TXN_09277,ACC_CORP_PAYROLL_4,ACC_USER_237,3814.33,2026-02-18 17:59:00
TXN_08006,ACC_USER_1771,ACC_USER_1204,128.49,2026-02-18 09:00:00
TXN_05700,ACC_USER_1964,ACC_USER_130,564.84,2026-02-19 01:12:00
TXN_03180,ACC_USER_1165,ACC_WALMART,92.18,2026-02-18 15:08:00
TXN_04221,ACC_USER_1737,ACC_TARGET,123.09,2026-02-19 00:53:00
TXN_06986,ACC_USER_1646,ACC_AMAZON,96.82,2026-02-18 09:15:00
TXN_00346,ACC_MULE_36,ACC_SINK_36,27755.11,2026-02-18 12:40:00
TXN_09641,ACC_USER_983,ACC_TARGET,95.99,2026-02-18 20:29:00
TXN_03866,ACC_USER_1386,ACC_USER_1182,46.08,2026-02-19 00:21:00
TXN_05147,ACC_USER_1720,ACC_USER_1430,954.1,2026-02-18 18:55:00
TXN_01294,ACC_USER_624,ACC_AMAZON,276.65,2026-02-19 05:00:00
TXN_00321,ACC_SOURCE_24,ACC_MULE_24,44104.56,2026-02-18 13:23:00
TXN_09050,ACC_USER_1971,ACC_AMAZON,236.36,2026-02-18 09:34:00
TXN_02552,ACC_USER_423,ACC_UBER,52.11,2026-02-18 20:37:00
TXN_03768,ACC_USER_1525,ACC_USER_271,634.17,2026-02-18 20:28:00
TXN_00415,ACC_RING_9_2,ACC_RING_9_3,12811.86,2026-02-18 16:17:00
TXN_01242,ACC_USER_368,ACC_AMAZON,78.05,2026-02-18 21:36:00
TXN_02137,ACC_USER_700,ACC_STARBUCKS,425.77,2026-02-19 03:27:00
TXN_07926,ACC_USER_158,ACC_UBER,391.91,2026-02-19 08:03:00
TXN_01646,ACC_USER_1287,ACC_UBER,261.56,2026-02-18 20:51:00
TXN_06450,ACC_USER_1951,ACC_STARBUCKS,217.96,2026-02-19 01:40:00
TXN_03375,ACC_USER_1113,ACC_USER_760,872.13,2026-02-18 21:56:00
TXN_06494,ACC_USER_1764,ACC_AMAZON,243.67,2026-02-18 13:36:00
TXN_02449,ACC_USER_212,ACC_AMAZON,148.8,2026-02-18 13:02:00
